"ID","BAND_ID","MEMBER_ID"
291,"6706f20e15c2b9798b2b09b4","6706f29d15c2b9798b2b0a66"
292,"6706f20e15c2b9798b2b09b4","6706f29c15c2b9798b2b0a63"
293,"6706f20e15c2b9798b2b09b4","6706f29e15c2b9798b2b0a69"
294,"6706f20e15c2b9798b2b09b4","6706f29c15c2b9798b2b0a65"
295,"6706f20e15c2b9798b2b09b4","6706f0df45fe7efa4ac730cf"
296,"6706f20e15c2b9798b2b09b4","6706f29d15c2b9798b2b0a67"
297,"6706f20e15c2b9798b2b09b4","6706f29c15c2b9798b2b0a64"
301,"6706f21715c2b9798b2b09bc","6706f2aa15c2b9798b2b0a77"
302,"6706f21715c2b9798b2b09bc","6706f2a815c2b9798b2b0a73"
303,"6706f21715c2b9798b2b09bc","6706f0e045fe7efa4ac730d1"
304,"6706f21715c2b9798b2b09bc","6706f2a915c2b9798b2b0a75"
305,"6706f21715c2b9798b2b09bc","6706f2a915c2b9798b2b0a76"
307,"6706f21715c2b9798b2b09bc","6706f2a815c2b9798b2b0a74"
309,"6706f21815c2b9798b2b09c0","6706f2af15c2b9798b2b0a7c"
1600,"67082d3c5f2a9b4b88ae078c","6706f43615c2b9798b2b0c6b"
311,"6706f21815c2b9798b2b09c0","6706f2ae15c2b9798b2b0a7b"
312,"6706f24d15c2b9798b2b09ee","6706f24b15c2b9798b2b09eb"
313,"6706f24d15c2b9798b2b09ee","6706f24b15c2b9798b2b09ea"
314,"6706f24d15c2b9798b2b09ee","6706f24c15c2b9798b2b09ec"
315,"6706f24d15c2b9798b2b09ee","6706f24b15c2b9798b2b09e9"
1601,"6706f38b15c2b9798b2b0b8b","6706f43615c2b9798b2b0c6b"
318,"6706f2c215c2b9798b2b0a8a","6706f25815c2b9798b2b09f4"
1602,"67082d3b5f2a9b4b88ae0787","6706f43615c2b9798b2b0c6b"
320,"6706f1f515c2b9798b2b098b","6706f25815c2b9798b2b09f4"
322,"6706f26015c2b9798b2b09ff","6706f2ca15c2b9798b2b0a93"
323,"6706f26015c2b9798b2b09ff","6706f2ca15c2b9798b2b0a92"
324,"6706f26015c2b9798b2b09ff","6706f2cb15c2b9798b2b0a95"
325,"6706f26015c2b9798b2b09ff","6706f1f615c2b9798b2b098e"
327,"6706f2d015c2b9798b2b0aa0","6706f26615c2b9798b2b0a09"
329,"6706f1f715c2b9798b2b0991","6706f26615c2b9798b2b0a09"
1604,"67082d3c5f2a9b4b88ae078b","6706f43615c2b9798b2b0c6b"
331,"6706f2d115c2b9798b2b0aa1","6706f26615c2b9798b2b0a09"
332,"6706f2ce15c2b9798b2b0a9c","6706f26615c2b9798b2b0a09"
333,"6706f1f715c2b9798b2b0991","6706f26715c2b9798b2b0a0a"
1617,"6706f43c15c2b9798b2b0c72","67082d475f2a9b4b88ae0796"
1606,"6706f43715c2b9798b2b0c6d","6706f43515c2b9798b2b0c69"
337,"6706f2d615c2b9798b2b0aa4","6706f26715c2b9798b2b0a0b"
1607,"6706f43715c2b9798b2b0c6d","67082d435f2a9b4b88ae0792"
339,"6706f2da15c2b9798b2b0aaa","6706f26815c2b9798b2b0a0d"
340,"6706f1f715c2b9798b2b0991","6706f26815c2b9798b2b0a0d"
341,"6706f2da15c2b9798b2b0aa9","6706f26815c2b9798b2b0a0d"
342,"6706f2de15c2b9798b2b0ab0","6706f26915c2b9798b2b0a0e"
